dup_group,directory,filename_min,filename_max,modified_time_mean,file_count
photo/2013/6. Juli/Islandphoto/mettesvita131213/Island2013,photo/mettesvita131213/Island2013,Island2013 625.jpg,Island2013 827.jpg,2013-08-03 08:59:12.892038,661
photo/2013/6. Juli/Islandphoto/mettesvita131213/Island2013,photo/2013/6. Juli/Island,IMG_2044.JPG,IMG_2248.JPG,2013-07-09 12:32:43.591528,661
photo/mettesvita131213/Island2013photo/2013/6. Juli/Island,photo/2013/6. Juli/Island,IMG_1415.JPG,IMG_2004.JPG,2013-07-09 07:53:22.373041,638
photo/mettesvita131213/Island2013photo/2013/6. Juli/Island,photo/mettesvita131213/Island2013,Island2013 004.jpg,Island2013 586.jpg,2013-08-03 08:57:44.791002,638
photo/AlexandrasPC2013/1.Foto/19.Juli 2011/Gotland 2010photo/bilder2010-2011/19.Juli 2011/Gotland 2010,photo/bilder2010-2011/19.Juli 2011/Gotland 2010,IMG_8598.JPG,IMG_8983.JPG,2011-07-17 00:39:50.039501,481
photo/AlexandrasPC2013/1.Foto/19.Juli 2011/Gotland 2010photo/bilder2010-2011/19.Juli 2011/Gotland 2010,photo/AlexandrasPC2013/1.Foto/19.Juli 2011/Gotland 2010,IMG_8598.JPG,IMG_8983.JPG,2011-07-17 00:39:50.049176,481
photo/bilder2010-2011/19.Juli 2011/Gotland 2010photo/AlexandrasPC2013/1.Foto/19.Juli 2011/Gotland 2010,photo/AlexandrasPC2013/1.Foto/19.Juli 2011/Gotland 2010,IMG_9189.JPG,IMG_8529.JPG,2011-07-16 21:59:55.017755,456
photo/bilder2010-2011/19.Juli 2011/Gotland 2010photo/AlexandrasPC2013/1.Foto/19.Juli 2011/Gotland 2010,photo/bilder2010-2011/19.Juli 2011/Gotland 2010,IMG_9189.JPG,IMG_8529.JPG,2011-07-16 21:59:55.010965,456
photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/4 Febphoto/bilder2010-2011/2.Januari och Februari 2010/4 Feb,photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/4 Feb,IMG_2149.JPG,IMG_2648.JPG,2009-10-10 20:33:38.866696,437
photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/4 Febphoto/bilder2010-2011/2.Januari och Februari 2010/4 Feb,photo/bilder2010-2011/2.Januari och Februari 2010/4 Feb,IMG_2149.JPG,IMG_2648.JPG,2009-10-10 20:33:38.748284,437
photo/AlexandrasPC2013/1.Foto/12.December 2010/15-22 Dec. Canariaphoto/bilder2010-2011/12.December 2010/15-22 Dec. Canaria,photo/bilder2010-2011/12.December 2010/15-22 Dec. Canaria,IMG_1015.JPG,canaria 120.jpg,2010-12-18 18:07:03.112644,435
photo/AlexandrasPC2013/1.Foto/12.December 2010/15-22 Dec. Canariaphoto/bilder2010-2011/12.December 2010/15-22 Dec. Canaria,photo/AlexandrasPC2013/1.Foto/12.December 2010/15-22 Dec. Canaria,IMG_1015.JPG,canaria 120.jpg,2010-12-18 18:07:03.128191,435
photo/bilder2010-2011/2.Januari och Februari 2010/4 Febphoto/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/4 Feb,photo/bilder2010-2011/2.Januari och Februari 2010/4 Feb,IMG_3130.JPG,IMG_3124.JPG,2009-09-29 08:35:32.183099,426
photo/bilder2010-2011/2.Januari och Februari 2010/4 Febphoto/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/4 Feb,photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/4 Feb,IMG_3130.JPG,IMG_3124.JPG,2009-09-29 08:35:32.271704,426
photo/2012/32.Juli 2012/Cypern  2012photo/2012/31.Juni 2012/Cypern  2012,photo/2012/31.Juni 2012/Cypern  2012,IMG_0960.JPG,IMG_1293.JPG,2012-07-04 19:48:34.847880,401
photo/2012/32.Juli 2012/Cypern  2012photo/2012/31.Juni 2012/Cypern  2012,photo/2012/32.Juli 2012/Cypern  2012,IMG_0960.JPG,IMG_1293.JPG,2012-07-04 19:48:34.847880,401
photo/2012/31.Juni 2012/Cypern  2012photo/2012/32.Juli 2012/Cypern  2012,photo/2012/31.Juni 2012/Cypern  2012,IMG_0883.JPG,IMG_1151.JPG,2012-07-04 15:16:01.485714,385
photo/2012/31.Juni 2012/Cypern  2012photo/2012/32.Juli 2012/Cypern  2012,photo/2012/32.Juli 2012/Cypern  2012,IMG_0883.JPG,IMG_1151.JPG,2012-07-04 15:16:01.485714,385
photo/bilder2010-2011/12.December 2010/15-22 Dec. Canariaphoto/AlexandrasPC2013/1.Foto/12.December 2010/15-22 Dec. Canaria,photo/AlexandrasPC2013/1.Foto/12.December 2010/15-22 Dec. Canaria,IMG_0913.JPG,IMG_1049.JPG,2010-12-19 03:18:42.964835,382
photo/bilder2010-2011/12.December 2010/15-22 Dec. Canariaphoto/AlexandrasPC2013/1.Foto/12.December 2010/15-22 Dec. Canaria,photo/bilder2010-2011/12.December 2010/15-22 Dec. Canaria,IMG_0913.JPG,IMG_1049.JPG,2010-12-19 03:18:42.934555,382
photo/mettesvita131213/2010-10-11 001photo/bilder2010-2011/2010-10-11 001,photo/bilder2010-2011/2010-10-11 001,IMG_3616.JPG,IMG_3718.JPG,2010-08-18 14:36:50.539971,274
photo/mettesvita131213/2010-10-11 001photo/bilder2010-2011/2010-10-11 001,photo/mettesvita131213/2010-10-11 001,IMG_3616.JPG,IMG_3718.JPG,2010-08-18 14:36:50.539971,274
photo/usa2015/gopro/150705-18/102GOPROphoto/USB Copy_2018-07-13_212006/DCIM/102GOPRO,photo/usa2015/gopro/150705-18/102GOPRO,GOPR3843.JPG,GOPR4157.JPG,2015-07-14 10:16:39.624060,266
photo/usa2015/gopro/150705-18/102GOPROphoto/USB Copy_2018-07-13_212006/DCIM/102GOPRO,photo/USB Copy_2018-07-13_212006/DCIM/102GOPRO,GOPR3843.JPG,GOPR4157.JPG,2015-07-14 11:16:39.624060,266
photo/USB Copy_2018-07-13_212006/DCIM/102GOPROphoto/usa2015/gopro/150705-18/102GOPRO,photo/USB Copy_2018-07-13_212006/DCIM/102GOPRO,GOPR4145.JPG,GOPR3659.JPG,2015-07-14 18:10:35.770751,253
photo/USB Copy_2018-07-13_212006/DCIM/102GOPROphoto/usa2015/gopro/150705-18/102GOPRO,photo/usa2015/gopro/150705-18/102GOPRO,GOPR4145.JPG,GOPR3659.JPG,2015-07-14 17:10:35.770751,253
photo/bilder2010-2011/Hösten 2011photo/mettesvita131213/D/Mina bilder/Hösten 2011,photo/bilder2010-2011/Hösten 2011,Hösten 2011 249.jpg,Hösten 2011 265.jpg,2011-10-09 17:34:57.761062,251
photo/bilder2010-2011/Hösten 2011photo/mettesvita131213/D/Mina bilder/Hösten 2011,photo/mettesvita131213/D/Mina bilder/Hösten 2011,Hösten 2011 249.jpg,Hösten 2011 265.jpg,2011-10-09 17:34:57.761062,251
photo/bilder2010-2011/2010-10-11 001photo/mettesvita131213/2010-10-11 001,photo/bilder2010-2011/2010-10-11 001,IMG_3842.JPG,IMG_7373.JPG,2010-08-20 05:44:48.232000,250
photo/bilder2010-2011/2010-10-11 001photo/mettesvita131213/2010-10-11 001,photo/mettesvita131213/2010-10-11 001,IMG_3842.JPG,IMG_7373.JPG,2010-08-20 05:44:48.232000,250
photo/mettesvita131213/D/Mina bilder/Hösten 2011photo/bilder2010-2011/Hösten 2011,photo/bilder2010-2011/Hösten 2011,Hösten 2011 233.jpg,Hösten 2011 307.jpg,2011-10-09 17:34:45.069006,243
photo/mettesvita131213/D/Mina bilder/Hösten 2011photo/bilder2010-2011/Hösten 2011,photo/mettesvita131213/D/Mina bilder/Hösten 2011,Hösten 2011 233.jpg,Hösten 2011 307.jpg,2011-10-09 17:34:45.069006,243
photo/bilder2010-2011/12.December 2010/31 Dec Nyårshoppetphoto/AlexandrasPC2013/1.Foto/12.December 2010/31 Dec Nyårshoppet,photo/bilder2010-2011/12.December 2010/31 Dec Nyårshoppet,IMG_1798.JPG,IMG_1887.JPG,2010-12-31 21:32:25.861905,210
photo/bilder2010-2011/12.December 2010/31 Dec Nyårshoppetphoto/AlexandrasPC2013/1.Foto/12.December 2010/31 Dec Nyårshoppet,photo/AlexandrasPC2013/1.Foto/12.December 2010/31 Dec Nyårshoppet,IMG_1798.JPG,IMG_1887.JPG,2010-12-31 21:32:25.924319,210
photo/mettesvita131213/D/Mina bilder/Gotland 2011photo/bilder2010-2011/Gotland 2011,photo/bilder2010-2011/Gotland 2011,Gotland 2011 395.jpg,Gotland 2011 214.jpg,2011-07-21 12:46:57.478125,200
photo/mettesvita131213/D/Mina bilder/Gotland 2011photo/bilder2010-2011/Gotland 2011,photo/mettesvita131213/D/Mina bilder/Gotland 2011,Gotland 2011 395.jpg,Gotland 2011 214.jpg,2011-07-21 12:46:57.478125,200
photo/bilder2010-2011/Gotland 2011photo/mettesvita131213/D/Mina bilder/Gotland 2011,photo/bilder2010-2011/Gotland 2011,Gotland 2011 482.jpg,Gotland 2011 105.jpg,2011-07-21 12:45:33.253658,198
photo/bilder2010-2011/Gotland 2011photo/mettesvita131213/D/Mina bilder/Gotland 2011,photo/mettesvita131213/D/Mina bilder/Gotland 2011,Gotland 2011 482.jpg,Gotland 2011 105.jpg,2011-07-25 23:10:54.242992,198
photo/bilder2010-2011/Gävle lägret 2011photo/mettesvita131213/D/Mina bilder/Gävle lägret 2011,photo/bilder2010-2011/Gävle lägret 2011,IMG_6008.JPG,IMG_5791.JPG,2011-04-30 06:43:17.267016,191
photo/AlexandrasPC2013/1.Foto/12.December 2010/31 Dec Nyårshoppetphoto/bilder2010-2011/12.December 2010/31 Dec Nyårshoppet,photo/bilder2010-2011/12.December 2010/31 Dec Nyårshoppet,IMG_1966.JPG,IMG_2087.JPG,2010-12-31 19:07:05.748691,191
photo/AlexandrasPC2013/1.Foto/12.December 2010/31 Dec Nyårshoppetphoto/bilder2010-2011/12.December 2010/31 Dec Nyårshoppet,photo/AlexandrasPC2013/1.Foto/12.December 2010/31 Dec Nyårshoppet,IMG_1966.JPG,IMG_2087.JPG,2010-12-31 19:07:05.790906,191
photo/bilder2010-2011/Gävle lägret 2011photo/mettesvita131213/D/Mina bilder/Gävle lägret 2011,photo/mettesvita131213/D/Mina bilder/Gävle lägret 2011,IMG_6008.JPG,IMG_5791.JPG,2011-04-30 06:43:17.267016,191
photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/3 Okt. Ol+Vernisagephoto/bilder2010-2011/10.Oktober 2010/3 Okt. Ol+Vernisage,photo/bilder2010-2011/10.Oktober 2010/3 Okt. Ol+Vernisage,IMG_6605.JPG,IMG_6601.JPG,2010-10-02 15:38:25.612903,186
photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/3 Okt. Ol+Vernisagephoto/bilder2010-2011/10.Oktober 2010/3 Okt. Ol+Vernisage,photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/3 Okt. Ol+Vernisage,IMG_6605.JPG,IMG_6601.JPG,2010-10-02 15:38:25.612903,186
photo/bilder2010-2011/Ny mappphoto/mettesvita131213/D/Mina bilder/Ny mapp,photo/mettesvita131213/D/Mina bilder/Ny mapp,sälen juli 2010 180.jpg,sälen juli 2010 030.jpg,2010-07-26 21:26:34.129580,178
photo/bilder2010-2011/Ny mappphoto/mettesvita131213/D/Mina bilder/Ny mapp,photo/bilder2010-2011/Ny mapp,sälen juli 2010 180.jpg,sälen juli 2010 030.jpg,2010-07-26 21:26:34.129580,178
photo/mettesvita131213/D/Mina bilder/Ny mappphoto/bilder2010-2011/Ny mapp,photo/bilder2010-2011/Ny mapp,sälen juli 2010 192.jpg,sälen juli 2010 232.jpg,2010-07-26 21:26:48.481574,171
photo/mettesvita131213/D/Mina bilder/Ny mappphoto/bilder2010-2011/Ny mapp,photo/mettesvita131213/D/Mina bilder/Ny mapp,sälen juli 2010 192.jpg,sälen juli 2010 232.jpg,2010-07-26 21:26:48.481574,171
photo/bilder2010-2011/11.November 2010/3 Nov. Köpenhamnphoto/AlexandrasPC2013/1.Foto/11.November 2010/3 Nov. Köpenhamn,photo/bilder2010-2011/11.November 2010/3 Nov. Köpenhamn,IMG_8355.JPG,IMG_8535.JPG,2010-11-01 21:54:30.116959,171
photo/bilder2010-2011/11.November 2010/3 Nov. Köpenhamnphoto/AlexandrasPC2013/1.Foto/11.November 2010/3 Nov. Köpenhamn,photo/AlexandrasPC2013/1.Foto/11.November 2010/3 Nov. Köpenhamn,IMG_8355.JPG,IMG_8535.JPG,2010-11-01 21:54:30.117129,171
photo/bilder2010-2011/10.Oktober 2010/6 Okt Skansen+Veronicaphoto/AlexandrasPC2013/1.Foto/10.Oktober 2010/6 Okt Skansen+Veronica,photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/6 Okt Skansen+Veronica,IMG_7348.JPG,IMG_7060.JPG,2010-10-06 14:37:31.728923,168
photo/bilder2010-2011/10.Oktober 2010/6 Okt Skansen+Veronicaphoto/AlexandrasPC2013/1.Foto/10.Oktober 2010/6 Okt Skansen+Veronica,photo/bilder2010-2011/10.Oktober 2010/6 Okt Skansen+Veronica,IMG_7348.JPG,IMG_7060.JPG,2010-10-06 14:37:31.714286,168
photo/AlexandrasPC2013/1.Foto/11.November 2010/3 Nov. Köpenhamnphoto/bilder2010-2011/11.November 2010/3 Nov. Köpenhamn,photo/bilder2010-2011/11.November 2010/3 Nov. Köpenhamn,IMG_8592.JPG,IMG_8345.JPG,2010-11-01 22:25:30.598802,167
photo/AlexandrasPC2013/1.Foto/11.November 2010/3 Nov. Köpenhamnphoto/bilder2010-2011/11.November 2010/3 Nov. Köpenhamn,photo/AlexandrasPC2013/1.Foto/11.November 2010/3 Nov. Köpenhamn,IMG_8592.JPG,IMG_8345.JPG,2010-11-01 22:25:30.606611,167
photo/mettesvita131213/D/Mina bilder/Gävle lägret 2011photo/bilder2010-2011/Gävle lägret 2011,photo/mettesvita131213/D/Mina bilder/Gävle lägret 2011,IMG_6013.JPG,IMG_5753.JPG,2011-04-30 06:37:21.373494,166
photo/mettesvita131213/D/Mina bilder/Gävle lägret 2011photo/bilder2010-2011/Gävle lägret 2011,photo/bilder2010-2011/Gävle lägret 2011,IMG_6013.JPG,IMG_5753.JPG,2011-04-30 06:37:21.373494,166
photo/bilder2010-2011/10.Oktober 2010/3 Okt. Ol+Vernisagephoto/AlexandrasPC2013/1.Foto/10.Oktober 2010/3 Okt. Ol+Vernisage,photo/bilder2010-2011/10.Oktober 2010/3 Okt. Ol+Vernisage,IMG_6841.JPG,IMG_6894.JPG,2010-10-02 15:39:56.113208,159
photo/bilder2010-2011/10.Oktober 2010/3 Okt. Ol+Vernisagephoto/AlexandrasPC2013/1.Foto/10.Oktober 2010/3 Okt. Ol+Vernisage,photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/3 Okt. Ol+Vernisage,IMG_6841.JPG,IMG_6894.JPG,2010-10-02 15:39:56.113208,159
photo/AlexandrasPC2013/1.Foto/1.December 2009/5 Decphoto/bilder2009-2010/1.December 2009/5 Dec,photo/bilder2009-2010/1.December 2009/5 Dec,IMG_0809.JPG,IMG_0848.JPG,2009-11-25 21:07:03.075472,159
photo/AlexandrasPC2013/1.Foto/1.December 2009/5 Decphoto/bilder2009-2010/1.December 2009/5 Dec,photo/AlexandrasPC2013/1.Foto/1.December 2009/5 Dec,IMG_0809.JPG,IMG_0848.JPG,2009-11-25 21:07:03.076893,159
photo/bilder2009-2010/1.December 2009/5 Decphoto/AlexandrasPC2013/1.Foto/1.December 2009/5 Dec,photo/bilder2009-2010/1.December 2009/5 Dec,IMG_0426.JPG,IMG_0090.JPG,2009-11-24 18:58:36.864516,155
photo/bilder2009-2010/1.December 2009/5 Decphoto/AlexandrasPC2013/1.Foto/1.December 2009/5 Dec,photo/AlexandrasPC2013/1.Foto/1.December 2009/5 Dec,IMG_0426.JPG,IMG_0090.JPG,2009-11-24 18:58:36.864516,155
photo/bilder2010-2011/2.Januari och Februari 2010/3 Febphoto/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/3 Feb,photo/bilder2010-2011/2.Januari och Februari 2010/3 Feb,IMG_3483.JPG,IMG_3222.JPG,2010-01-24 12:52:15.173333,150
photo/bilder2010-2011/2.Januari och Februari 2010/3 Febphoto/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/3 Feb,photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/3 Feb,IMG_3483.JPG,IMG_3222.JPG,2010-01-24 12:52:15.219107,150
photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/6 Okt Skansen+Veronicaphoto/bilder2010-2011/10.Oktober 2010/6 Okt Skansen+Veronica,photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/6 Okt Skansen+Veronica,IMG_7134.JPG,IMG_7340.JPG,2010-10-06 15:50:28.242523,149
photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/6 Okt Skansen+Veronicaphoto/bilder2010-2011/10.Oktober 2010/6 Okt Skansen+Veronica,photo/bilder2010-2011/10.Oktober 2010/6 Okt Skansen+Veronica,IMG_7134.JPG,IMG_7340.JPG,2010-10-06 15:50:28.221477,149
photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/3 Febphoto/bilder2010-2011/2.Januari och Februari 2010/3 Feb,photo/bilder2010-2011/2.Januari och Februari 2010/3 Feb,IMG_3255.JPG,IMG_3246.JPG,2010-01-25 07:14:19.013605,147
photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/3 Febphoto/bilder2010-2011/2.Januari och Februari 2010/3 Feb,photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/3 Feb,IMG_3255.JPG,IMG_3246.JPG,2010-01-25 07:14:19.065374,147
photo/ipad 2015-06-13photo/ipad 2015-06-13,photo/ipad 2015-06-13,IMG_20111029_102409.JPG,IMG_20111008_203339_1.JPG,2012-03-18 22:18:43.029412,136
photo/bilder2010-2011/11.November 2010/7 Nov. Dressyrtävlingphoto/AlexandrasPC2013/1.Foto/11.November 2010/7 Nov. Dressyrtävling,photo/bilder2010-2011/11.November 2010/7 Nov. Dressyrtävling,IMG_8921.JPG,IMG_8801.JPG,2010-11-04 13:08:21.451852,135
photo/bilder2010-2011/11.November 2010/7 Nov. Dressyrtävlingphoto/AlexandrasPC2013/1.Foto/11.November 2010/7 Nov. Dressyrtävling,photo/AlexandrasPC2013/1.Foto/11.November 2010/7 Nov. Dressyrtävling,IMG_8921.JPG,IMG_8801.JPG,2010-11-04 13:08:21.453422,135
photo/AlexandrasPC2013/1.Foto/11.November 2010/7 Nov. Dressyrtävlingphoto/bilder2010-2011/11.November 2010/7 Nov. Dressyrtävling,photo/AlexandrasPC2013/1.Foto/11.November 2010/7 Nov. Dressyrtävling,IMG_8939.JPG,IMG_8818.JPG,2010-11-04 17:00:41.602421,133
photo/AlexandrasPC2013/1.Foto/11.November 2010/7 Nov. Dressyrtävlingphoto/bilder2010-2011/11.November 2010/7 Nov. Dressyrtävling,photo/bilder2010-2011/11.November 2010/7 Nov. Dressyrtävling,IMG_8939.JPG,IMG_8818.JPG,2010-11-04 17:00:41.571429,133
photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willowphoto/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willow,photo/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willow,IMG_7792.JPG,IMG_7864.JPG,2010-10-17 15:00:04.121212,132
photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willowphoto/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willow,photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willow,IMG_7792.JPG,IMG_7864.JPG,2010-10-17 15:00:04.138598,132
photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willowphoto/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow,photo/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow,IMG_8069.JPG,IMG_7968.JPG,2010-10-18 13:14:29.877863,131
photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willowphoto/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow,photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow,IMG_8069.JPG,IMG_7968.JPG,2010-10-18 13:14:29.901550,131
photo/bilder2010-2011/2.Januari och Februari 2010/7 Febphoto/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/7 Feb,photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/7 Feb,_MG_3823.JPG,_MG_3817.JPG,2010-02-11 19:09:53.415801,131
photo/bilder2010-2011/2.Januari och Februari 2010/7 Febphoto/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/7 Feb,photo/bilder2010-2011/2.Januari och Februari 2010/7 Feb,_MG_3823.JPG,_MG_3817.JPG,2010-02-11 19:09:53.282443,131
photo/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willowphoto/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willow,photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willow,IMG_7859.JPG,IMG_7660.JPG,2010-10-17 12:27:11.697760,129
photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/7 Febphoto/bilder2010-2011/2.Januari och Februari 2010/7 Feb,photo/bilder2010-2011/2.Januari och Februari 2010/7 Feb,IMG_3530.JPG,IMG_3667.JPG,2010-02-11 20:28:36.581395,129
photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/7 Febphoto/bilder2010-2011/2.Januari och Februari 2010/7 Feb,photo/AlexandrasPC2013/1.Foto/2.Januari och Februari 2010/7 Feb,IMG_3530.JPG,IMG_3667.JPG,2010-02-11 20:28:36.767876,129
photo/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willowphoto/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow,photo/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow,IMG_8140.JPG,IMG_8154.JPG,2010-10-19 03:04:38.666667,129
photo/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willowphoto/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow,photo/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow,IMG_8140.JPG,IMG_8154.JPG,2010-10-19 03:04:38.698915,129
photo/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willowphoto/AlexandrasPC2013/1.Foto/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willow,photo/bilder2010-2011/10.Oktober 2010/17 Okt. Alice+Willow/Clara-willow,IMG_7859.JPG,IMG_7660.JPG,2010-10-17 12:27:11.689923,129
photo/AlexandrasPC2013/1.Foto/11.November 2010/23 Nov. Linnea riderphoto/bilder2010-2011/11.November 2010/23 Nov. Linnea rider,photo/AlexandrasPC2013/1.Foto/11.November 2010/23 Nov. Linnea rider,IMG_9344.JPG,IMG_9165.JPG,2010-11-23 17:53:12.411664,128
photo/AlexandrasPC2013/1.Foto/11.November 2010/23 Nov. Linnea riderphoto/bilder2010-2011/11.November 2010/23 Nov. Linnea rider,photo/bilder2010-2011/11.November 2010/23 Nov. Linnea rider,IMG_9344.JPG,IMG_9165.JPG,2010-11-23 17:53:12.343750,128
photo/bilder2010-2011/11.November 2010/23 Nov. Linnea riderphoto/AlexandrasPC2013/1.Foto/11.November 2010/23 Nov. Linnea rider,photo/bilder2010-2011/11.November 2010/23 Nov. Linnea rider,IMG_9301.JPG,IMG_9181.JPG,2010-11-24 00:04:24.911290,124
photo/bilder2010-2011/11.November 2010/23 Nov. Linnea riderphoto/AlexandrasPC2013/1.Foto/11.November 2010/23 Nov. Linnea rider,photo/AlexandrasPC2013/1.Foto/11.November 2010/23 Nov. Linnea rider,IMG_9301.JPG,IMG_9181.JPG,2010-11-24 00:04:24.984363,124
photo/AlexandrasPC2013/1.Foto/16.April 2011/27 April Sjövretenphoto/bilder2010-2011/16.April 2011/27 April Sjövreten,photo/bilder2010-2011/16.April 2011/27 April Sjövreten,IMG_5516.JPG,IMG_5584.JPG,2011-04-23 12:42:31.869919,123
photo/AlexandrasPC2013/1.Foto/16.April 2011/27 April Sjövretenphoto/bilder2010-2011/16.April 2011/27 April Sjövreten,photo/AlexandrasPC2013/1.Foto/16.April 2011/27 April Sjövreten,IMG_5516.JPG,IMG_5584.JPG,2011-04-23 12:42:31.869919,123
photo/2013/9. September/ProvidenceNew york Mettephoto/mettesvita131213/USA 2013,photo/mettesvita131213/USA 2013,USA 2013 557.jpg,USA 2013 501.jpg,2013-10-01 21:25:45.197033,122
photo/2013/9. September/ProvidenceNew york Mettephoto/mettesvita131213/USA 2013,photo/2013/9. September/ProvidenceNew york Mette,IMG_0391.JPG,IMG_0334.JPG,2013-09-26 07:44:55.393443,122
photo/mettesvita131213/USA 2013photo/2013/9. September/ProvidenceNew york Mette,photo/2013/9. September/ProvidenceNew york Mette,IMG_0354.JPG,IMG_0216.JPG,2013-09-26 22:56:52.655462,119
photo/mettesvita131213/USA 2013photo/2013/9. September/ProvidenceNew york Mette,photo/mettesvita131213/USA 2013,USA 2013 521.jpg,USA 2013 392.jpg,2013-10-01 21:25:53.682554,119
photo/2014/iphone per juni 2014photo/2014/Comic Con/Comic con,photo/2014/Comic Con/Comic con,IMG_20140524_123000.JPG,IMG_20140525_114202.JPG,2014-05-24 21:26:23.561404,114
photo/2014/iphone per juni 2014photo/2014/Comic Con/Comic con,photo/2014/iphone per juni 2014,IMG_20140524_123000.JPG,IMG_20140525_114202.JPG,2014-05-24 21:26:23.561404,114
photo/2013/Iphone per 2013photo/130807 iphone per,photo/130807 iphone per,IMG_20130709_145414.jpg,IMG_20130803_153120.jpg,2013-07-15 03:27:47.991071,112
photo/2013/Iphone per 2013photo/130807 iphone per,photo/2013/Iphone per 2013,IMG_20130709_145414.JPG,IMG_20130803_153120.JPG,2013-07-15 03:27:47.991071,112
photo/130807 iphone perphoto/2013/Iphone per 2013,photo/2013/Iphone per 2013,IMG_20130711_211311.JPG,IMG_20130725_162955.JPG,2013-07-13 09:04:03.805556,108
photo/130807 iphone perphoto/2013/Iphone per 2013,photo/130807 iphone per,IMG_20130711_211311.jpg,IMG_20130725_162955.jpg,2013-07-13 09:04:03.805556,108
photo/bilder2010-2011/13.Januari 2011/21 Jan Skolarbete+ Våfflorphoto/AlexandrasPC2013/1.Foto/13.Januari 2011/21 Jan Skolarbete+ Våfflor,photo/bilder2010-2011/13.Januari 2011/21 Jan Skolarbete+ Våfflor,IMG_2643.JPG,IMG_2739.JPG,2011-01-20 12:48:33.801887,106
photo/bilder2010-2011/13.Januari 2011/21 Jan Skolarbete+ Våfflorphoto/AlexandrasPC2013/1.Foto/13.Januari 2011/21 Jan Skolarbete+ Våfflor,photo/AlexandrasPC2013/1.Foto/13.Januari 2011/21 Jan Skolarbete+ Våfflor,IMG_2643.JPG,IMG_2739.JPG,2011-01-20 12:48:33.809057,106
photo/mettesvita131213/D/Mina bilder/Mette 40årphoto/bilder2009-2010/2010-04-25,photo/bilder2009-2010/2010-04-25,2010-04-25 051.jpg,2010-04-25 095.jpg,2010-04-25 15:51:52.299390,105
photo/mettesvita131213/D/Mina bilder/Mette 40årphoto/bilder2009-2010/2010-04-25,photo/mettesvita131213/D/Mina bilder/Mette 40år,mette 40 år 047.jpg,mette 40 år 091.jpg,2010-03-23 18:57:32.850315,105
